time,open,high,low,close,tick_volume,symbol
2024-10-01 03:15:00,1.11349,1.11353,1.11327,1.11337,474,EURUSD_i
2024-10-01 03:30:00,1.11336,1.11341,1.11263,1.11282,382,EURUSD_i
2024-10-01 03:45:00,1.11287,1.11321,1.11283,1.11313,388,EURUSD_i
2024-10-01 04:00:00,1.11317,1.11335,1.11304,1.1132,482,EURUSD_i
2024-10-01 04:15:00,1.1132,1.11375,1.11318,1.11365,385,EURUSD_i
2024-10-01 04:30:00,1.11364,1.11404,1.11364,1.11396,361,EURUSD_i
2024-10-01 04:45:00,1.11395,1.11426,1.11391,1.11422,395,EURUSD_i
2024-10-01 05:00:00,1.11423,1.11427,1.11371,1.11372,346,EURUSD_i
2024-10-01 05:15:00,1.11371,1.11405,1.11369,1.11385,251,EURUSD_i
2024-10-01 05:30:00,1.11384,1.11398,1.11351,1.11394,304,EURUSD_i
2024-10-01 05:45:00,1.11395,1.114,1.11377,1.11377,238,EURUSD_i
2024-10-01 06:00:00,1.1138,1.11394,1.11377,1.11382,233,EURUSD_i
2024-10-01 06:15:00,1.11382,1.1139000000000001,1.11352,1.11361,235,EURUSD_i
2024-10-01 06:30:00,1.11361,1.11375,1.11343,1.11375,343,EURUSD_i
2024-10-01 06:45:00,1.11375,1.11393,1.11367,1.11368,387,EURUSD_i
2024-10-01 07:00:00,1.11367,1.11376,1.11348,1.11351,330,EURUSD_i
2024-10-01 07:15:00,1.1135,1.1137,1.11337,1.11363,237,EURUSD_i
2024-10-01 07:30:00,1.11366,1.11389,1.11362,1.11369,281,EURUSD_i
2024-10-01 07:45:00,1.11369,1.11407,1.11366,1.11395,355,EURUSD_i
2024-10-01 08:00:00,1.11398,1.11409,1.11371,1.11397,434,EURUSD_i
2024-10-01 08:15:00,1.11397,1.11414,1.11378,1.11408,320,EURUSD_i
2024-10-01 08:30:00,1.11408,1.11432,1.11403,1.1141,410,EURUSD_i
2024-10-01 08:45:00,1.11411,1.11411,1.11355,1.11367,508,EURUSD_i
2024-10-01 09:00:00,1.11364,1.1137,1.11299,1.11309,823,EURUSD_i
2024-10-01 09:15:00,1.11309,1.11403,1.11302,1.1137,622,EURUSD_i
2024-10-01 09:30:00,1.1137299999999999,1.114,1.11315,1.11325,652,EURUSD_i
2024-10-01 09:45:00,1.11326,1.11346,1.1131199999999999,1.11336,688,EURUSD_i
2024-10-01 10:00:00,1.11337,1.11363,1.11105,1.11124,1630,EURUSD_i
2024-10-01 10:15:00,1.11131,1.11263,1.11131,1.11193,1507,EURUSD_i
2024-10-01 10:30:00,1.11192,1.11227,1.11153,1.11217,1176,EURUSD_i
2024-10-01 10:45:00,1.11216,1.11216,1.1112,1.11142,1143,EURUSD_i
2024-10-01 11:00:00,1.11147,1.11174,1.11009,1.1103399999999999,1235,EURUSD_i
2024-10-01 11:15:00,1.11033,1.11109,1.10994,1.11105,1281,EURUSD_i
2024-10-01 11:30:00,1.11107,1.11195,1.11078,1.1108,1113,EURUSD_i
2024-10-01 11:45:00,1.11078,1.11088,1.1097,1.11021,1202,EURUSD_i
2024-10-01 12:00:00,1.11022,1.11125,1.11016,1.11112,1250,EURUSD_i
2024-10-01 12:15:00,1.11116,1.11137,1.11025,1.11045,966,EURUSD_i
2024-10-01 12:30:00,1.11044,1.11065,1.10942,1.10947,971,EURUSD_i
2024-10-01 12:45:00,1.10947,1.10948,1.10911,1.10945,1011,EURUSD_i
2024-10-01 13:00:00,1.10945,1.10969,1.10885,1.1092,980,EURUSD_i
2024-10-01 13:15:00,1.10919,1.10927,1.10861,1.1087,980,EURUSD_i
2024-10-01 13:30:00,1.10869,1.10885,1.1084,1.10849,931,EURUSD_i
2024-10-01 13:45:00,1.10847,1.10862,1.10828,1.10862,805,EURUSD_i
2024-10-01 14:00:00,1.1086,1.10989,1.1086,1.10914,1106,EURUSD_i
2024-10-01 14:15:00,1.10914,1.10959,1.1085,1.10854,949,EURUSD_i
2024-10-01 14:30:00,1.10854,1.10867,1.10804,1.10836,963,EURUSD_i
2024-10-01 14:45:00,1.10834,1.10859,1.10776,1.10836,1190,EURUSD_i
2024-10-01 15:00:00,1.10838,1.1088,1.1078999999999999,1.1078999999999999,1118,EURUSD_i
2024-10-01 15:15:00,1.10794,1.10804,1.10741,1.10788,1168,EURUSD_i
2024-10-01 15:30:00,1.10787,1.10798,1.10719,1.10732,1120,EURUSD_i
2024-10-01 15:45:00,1.10731,1.10762,1.10691,1.10703,957,EURUSD_i
2024-10-01 16:00:00,1.10703,1.10799,1.107,1.10772,1160,EURUSD_i
2024-10-01 16:15:00,1.10773,1.10817,1.10742,1.10761,961,EURUSD_i
2024-10-01 16:30:00,1.10762,1.10823,1.10594,1.1064,1955,EURUSD_i
2024-10-01 16:45:00,1.10637,1.10735,1.10575,1.10711,1772,EURUSD_i
2024-10-01 17:00:00,1.10719,1.10831,1.10564,1.10818,2063,EURUSD_i
2024-10-01 17:15:00,1.10816,1.10861,1.10722,1.10744,1717,EURUSD_i
2024-10-01 17:30:00,1.10743,1.10811,1.10706,1.10758,1509,EURUSD_i
2024-10-01 17:45:00,1.10759,1.10796,1.10707,1.10757,1132,EURUSD_i
2024-10-01 18:00:00,1.10757,1.10769,1.1062,1.10669,1268,EURUSD_i
2024-10-01 18:15:00,1.10669,1.10707,1.10643,1.10656,1027,EURUSD_i
2024-10-01 18:30:00,1.10657,1.10665,1.10591,1.1064,1094,EURUSD_i
2024-10-01 18:45:00,1.1064,1.10692,1.10636,1.10657,895,EURUSD_i
2024-10-01 19:00:00,1.10654,1.10708,1.10613,1.10656,900,EURUSD_i
2024-10-01 19:15:00,1.10658,1.10663,1.10587,1.10589,782,EURUSD_i
2024-10-01 19:30:00,1.10589,1.10605,1.10516,1.10528,1155,EURUSD_i
2024-10-01 19:45:00,1.10527,1.10582,1.10474,1.10535,1286,EURUSD_i
2024-10-01 20:00:00,1.10533,1.1056,1.10478,1.10483,1092,EURUSD_i
2024-10-01 20:15:00,1.10484,1.10516,1.10447,1.10515,1008,EURUSD_i
2024-10-01 20:30:00,1.10514,1.10642,1.10512,1.10637,1299,EURUSD_i
2024-10-01 20:45:00,1.10637,1.10639,1.10586,1.10613,825,EURUSD_i
2024-10-01 21:00:00,1.10616,1.10654,1.10614,1.10645,693,EURUSD_i
2024-10-01 21:15:00,1.10643,1.10676,1.10633,1.10658,657,EURUSD_i
2024-10-01 21:30:00,1.10659,1.10691,1.10654,1.10681,615,EURUSD_i
2024-10-01 21:45:00,1.10682,1.10715,1.10669,1.10707,582,EURUSD_i
2024-10-01 22:00:00,1.10707,1.10734,1.10687,1.10701,580,EURUSD_i
2024-10-01 22:15:00,1.10702,1.10756,1.10684,1.10755,577,EURUSD_i
2024-10-01 22:30:00,1.10752,1.10763,1.10707,1.1071,601,EURUSD_i
2024-10-01 22:45:00,1.1071,1.10714,1.10672,1.10678,418,EURUSD_i
2024-10-01 23:15:00,1.10676,1.10713,1.10655,1.10658,256,EURUSD_i
2024-10-01 23:30:00,1.10658,1.10684,1.10637,1.1068,203,EURUSD_i
2024-10-01 23:45:00,1.1068,1.10696,1.10662,1.1066799999999999,142,EURUSD_i
2024-10-02 00:15:00,1.10674,1.10695,1.10655,1.1067,244,EURUSD_i
2024-10-02 00:30:00,1.10666,1.10689,1.10663,1.10667,221,EURUSD_i
2024-10-02 00:45:00,1.1068,1.10683,1.10664,1.10665,132,EURUSD_i
2024-10-02 01:00:00,1.10667,1.10697,1.1066,1.1068500000000001,198,EURUSD_i
2024-10-02 01:15:00,1.1068500000000001,1.10692,1.1067,1.10686,175,EURUSD_i
2024-10-02 01:30:00,1.10688,1.10702,1.10669,1.10669,167,EURUSD_i
2024-10-02 01:45:00,1.10671,1.10688,1.10651,1.10652,177,EURUSD_i
2024-10-02 02:00:00,1.10664,1.10667,1.10645,1.1065,191,EURUSD_i
2024-10-02 02:15:00,1.10654,1.10663,1.10646,1.10655,218,EURUSD_i
2024-10-02 02:30:00,1.10656,1.10657,1.10633,1.10651,240,EURUSD_i
2024-10-02 02:45:00,1.10651,1.10652,1.10625,1.10637,292,EURUSD_i
2024-10-02 03:00:00,1.10639,1.10677,1.10636,1.10667,414,EURUSD_i
2024-10-02 03:15:00,1.10667,1.10707,1.10656,1.10702,352,EURUSD_i
2024-10-02 03:30:00,1.10703,1.10713,1.1068500000000001,1.107,339,EURUSD_i
2024-10-02 03:45:00,1.107,1.10702,1.1062400000000001,1.10647,508,EURUSD_i
2024-10-02 04:00:00,1.10646,1.10688,1.10646,1.10675,303,EURUSD_i
2024-10-02 04:15:00,1.10674,1.10711,1.10651,1.10705,352,EURUSD_i
2024-10-02 04:30:00,1.1071,1.10732,1.10697,1.10717,405,EURUSD_i
2024-10-02 04:45:00,1.10718,1.10733,1.10708,1.10712,279,EURUSD_i
2024-10-02 05:00:00,1.10712,1.10724,1.10682,1.10686,385,EURUSD_i
2024-10-02 05:15:00,1.10684,1.107,1.10683,1.10695,373,EURUSD_i
2024-10-02 05:30:00,1.10695,1.10695,1.10629,1.1063,350,EURUSD_i
2024-10-02 05:45:00,1.1063,1.1067,1.10625,1.10656,330,EURUSD_i
2024-10-02 06:00:00,1.10656,1.10679,1.10631,1.10677,440,EURUSD_i
2024-10-02 06:15:00,1.10676,1.10703,1.10671,1.10697,340,EURUSD_i
2024-10-02 06:30:00,1.10698,1.10703,1.1068500000000001,1.10698,338,EURUSD_i
2024-10-02 06:45:00,1.10698,1.10703,1.10675,1.10698,278,EURUSD_i
2024-10-02 07:00:00,1.10702,1.10728,1.10697,1.10726,284,EURUSD_i
2024-10-02 07:15:00,1.10726,1.10732,1.1069,1.10692,264,EURUSD_i
2024-10-02 07:30:00,1.10691,1.107,1.10641,1.10663,395,EURUSD_i
2024-10-02 07:45:00,1.10663,1.1066799999999999,1.10593,1.10621,474,EURUSD_i
2024-10-02 08:00:00,1.10616,1.10628,1.10584,1.10589,594,EURUSD_i
2024-10-02 08:15:00,1.10587,1.10596,1.10543,1.10561,455,EURUSD_i
2024-10-02 08:30:00,1.10561,1.10588,1.1053,1.1056,654,EURUSD_i
2024-10-02 08:45:00,1.10556,1.10622,1.10551,1.10613,691,EURUSD_i
2024-10-02 09:00:00,1.1061,1.10631,1.1059,1.10629,592,EURUSD_i
2024-10-02 09:15:00,1.10628,1.10673,1.10611,1.10666,657,EURUSD_i
2024-10-02 09:30:00,1.10669,1.1069,1.10627,1.10675,630,EURUSD_i
2024-10-02 09:45:00,1.10678,1.10695,1.10623,1.10656,766,EURUSD_i
2024-10-02 10:00:00,1.1066,1.10697,1.10621,1.10669,1000,EURUSD_i
2024-10-02 10:15:00,1.10669,1.10717,1.10629,1.10669,896,EURUSD_i
2024-10-02 10:30:00,1.1066799999999999,1.10711,1.10647,1.1068500000000001,862,EURUSD_i
2024-10-02 10:45:00,1.1068500000000001,1.10705,1.1062400000000001,1.10658,832,EURUSD_i
2024-10-02 11:00:00,1.10657,1.10718,1.10631,1.10705,848,EURUSD_i
2024-10-02 11:15:00,1.10706,1.10792,1.10702,1.10779,963,EURUSD_i
2024-10-02 11:30:00,1.10779,1.10819,1.1075,1.10765,926,EURUSD_i
2024-10-02 11:45:00,1.10764,1.10776,1.10707,1.10715,972,EURUSD_i
2024-10-02 12:00:00,1.10716,1.10716,1.10626,1.10656,1032,EURUSD_i
2024-10-02 12:15:00,1.10654,1.10673,1.10629,1.10645,638,EURUSD_i
2024-10-02 12:30:00,1.10645,1.10687,1.10602,1.10686,687,EURUSD_i
2024-10-02 12:45:00,1.1068500000000001,1.10706,1.10658,1.10706,595,EURUSD_i
2024-10-02 13:00:00,1.10704,1.10748,1.10676,1.10691,732,EURUSD_i
2024-10-02 13:15:00,1.10695,1.10758,1.10678,1.10711,668,EURUSD_i
2024-10-02 13:30:00,1.10712,1.10724,1.10659,1.10707,846,EURUSD_i
2024-10-02 13:45:00,1.10706,1.10706,1.10656,1.10658,670,EURUSD_i
2024-10-02 14:00:00,1.10659,1.10739,1.10636,1.10737,818,EURUSD_i
2024-10-02 14:15:00,1.10732,1.10744,1.10696,1.10709,751,EURUSD_i
2024-10-02 14:30:00,1.10708,1.10732,1.10691,1.1071,686,EURUSD_i
2024-10-02 14:45:00,1.1071,1.10761,1.10695,1.10748,624,EURUSD_i
2024-10-02 15:00:00,1.10747,1.10767,1.10699,1.1072,960,EURUSD_i
2024-10-02 15:15:00,1.10725,1.10746,1.10594,1.10599,1455,EURUSD_i
2024-10-02 15:30:00,1.10597,1.10616,1.10521,1.10532,1252,EURUSD_i
2024-10-02 15:45:00,1.1053,1.10561,1.1050200000000001,1.10525,1038,EURUSD_i
2024-10-02 16:00:00,1.10529,1.1065,1.105,1.10567,1101,EURUSD_i
2024-10-02 16:15:00,1.10568,1.10599,1.10517,1.10537,996,EURUSD_i
2024-10-02 16:30:00,1.10538,1.10538,1.10461,1.10495,1265,EURUSD_i
2024-10-02 16:45:00,1.10494,1.10574,1.1048,1.10504,1231,EURUSD_i
2024-10-02 17:00:00,1.10503,1.10556,1.10476,1.10495,1274,EURUSD_i
2024-10-02 17:15:00,1.10494,1.10494,1.10415,1.10421,1318,EURUSD_i
2024-10-02 17:30:00,1.1042,1.1044100000000001,1.10367,1.10411,1132,EURUSD_i
2024-10-02 17:45:00,1.1041,1.10411,1.10345,1.10351,1404,EURUSD_i
2024-10-02 18:00:00,1.10352,1.10408,1.10316,1.10373,1353,EURUSD_i
2024-10-02 18:15:00,1.1037,1.1044,1.10365,1.10408,799,EURUSD_i
2024-10-02 18:30:00,1.1041,1.10459,1.1039,1.10442,771,EURUSD_i
2024-10-02 18:45:00,1.10444,1.10497,1.10437,1.10487,635,EURUSD_i
2024-10-02 19:00:00,1.10486,1.10541,1.10484,1.10507,805,EURUSD_i
2024-10-02 19:15:00,1.10509,1.10519,1.1047,1.10477,688,EURUSD_i
2024-10-02 19:30:00,1.10475,1.10493,1.10427,1.10433,730,EURUSD_i
2024-10-02 19:45:00,1.10431,1.10469,1.10428,1.10455,589,EURUSD_i
2024-10-02 20:00:00,1.10458,1.10491,1.10442,1.10481,636,EURUSD_i
2024-10-02 20:15:00,1.10481,1.10488,1.10449,1.10458,603,EURUSD_i
2024-10-02 20:30:00,1.10457,1.10459,1.10436,1.10443,475,EURUSD_i
2024-10-02 20:45:00,1.1044100000000001,1.10484,1.10438,1.10463,395,EURUSD_i
2024-10-02 21:00:00,1.10462,1.10476,1.10409,1.10412,571,EURUSD_i
2024-10-02 21:15:00,1.10411,1.10418,1.10377,1.10388,562,EURUSD_i
2024-10-02 21:30:00,1.10388,1.10394,1.10366,1.10378,436,EURUSD_i
2024-10-02 21:45:00,1.10377,1.10396,1.10369,1.10373,440,EURUSD_i
2024-10-02 22:00:00,1.10375,1.1039,1.10357,1.10389,377,EURUSD_i
2024-10-02 22:15:00,1.10388,1.10403,1.10386,1.10399,287,EURUSD_i
2024-10-02 22:30:00,1.104,1.10465,1.10389,1.10459,383,EURUSD_i
2024-10-02 22:45:00,1.10459,1.10478,1.10455,1.10467,261,EURUSD_i
2024-10-02 23:15:00,1.10483,1.10507,1.10458,1.10461,264,EURUSD_i
2024-10-02 23:30:00,1.10463,1.10486,1.10446,1.10466,225,EURUSD_i
2024-10-02 23:45:00,1.10467,1.10472,1.10445,1.10459,163,EURUSD_i
2024-10-03 00:15:00,1.10455,1.1047,1.1045,1.10464,184,EURUSD_i
2024-10-03 00:30:00,1.10464,1.10471,1.1044100000000001,1.10447,215,EURUSD_i
2024-10-03 00:45:00,1.1045,1.1047,1.10439,1.10458,220,EURUSD_i
2024-10-03 01:00:00,1.10455,1.10487,1.10454,1.10477,155,EURUSD_i
2024-10-03 01:15:00,1.10477,1.10479,1.10448,1.10456,189,EURUSD_i
2024-10-03 01:30:00,1.10469,1.10469,1.10438,1.10445,208,EURUSD_i
2024-10-03 01:45:00,1.10445,1.10468,1.10437,1.10457,172,EURUSD_i
2024-10-03 02:00:00,1.10454,1.10457,1.10427,1.10444,264,EURUSD_i
2024-10-03 02:15:00,1.10443,1.10459,1.1044100000000001,1.10456,188,EURUSD_i
2024-10-03 02:30:00,1.10456,1.10466,1.10453,1.10456,160,EURUSD_i
2024-10-03 02:45:00,1.10458,1.10473,1.10447,1.1045,211,EURUSD_i
2024-10-03 03:00:00,1.10454,1.10457,1.10428,1.10438,427,EURUSD_i
2024-10-03 03:15:00,1.10439,1.10439,1.10371,1.10374,512,EURUSD_i
2024-10-03 03:30:00,1.10375,1.10413,1.1036299999999999,1.10382,349,EURUSD_i
2024-10-03 03:45:00,1.10383,1.10397,1.10371,1.10382,393,EURUSD_i
2024-10-03 04:00:00,1.10382,1.10388,1.10343,1.10367,392,EURUSD_i
2024-10-03 04:15:00,1.10368,1.10389,1.10355,1.10388,360,EURUSD_i
2024-10-03 04:30:00,1.10389,1.10399,1.10347,1.1036299999999999,518,EURUSD_i
2024-10-03 04:45:00,1.1036299999999999,1.10386,1.10349,1.10384,371,EURUSD_i
2024-10-03 05:00:00,1.10383,1.10387,1.10344,1.10348,346,EURUSD_i
2024-10-03 05:15:00,1.10347,1.10371,1.10347,1.1036299999999999,276,EURUSD_i
2024-10-03 05:30:00,1.10364,1.10376,1.10349,1.10354,284,EURUSD_i
2024-10-03 05:45:00,1.10353,1.1038000000000001,1.10349,1.1035,362,EURUSD_i
2024-10-03 06:00:00,1.1035,1.10361,1.10341,1.10343,285,EURUSD_i
2024-10-03 06:15:00,1.10343,1.10351,1.10323,1.10327,293,EURUSD_i
2024-10-03 06:30:00,1.10326,1.10354,1.10311,1.10344,278,EURUSD_i
2024-10-03 06:45:00,1.10343,1.10355,1.10337,1.10349,332,EURUSD_i
2024-10-03 07:00:00,1.10348,1.10348,1.10313,1.10328,343,EURUSD_i
2024-10-03 07:15:00,1.10328,1.10343,1.10327,1.10338,291,EURUSD_i
2024-10-03 07:30:00,1.10337,1.1034,1.1032,1.10327,260,EURUSD_i
2024-10-03 07:45:00,1.10331,1.10333,1.10313,1.10324,306,EURUSD_i
2024-10-03 08:00:00,1.10324,1.10342,1.10263,1.10264,747,EURUSD_i
2024-10-03 08:15:00,1.10266,1.10272,1.10238,1.10253,690,EURUSD_i
2024-10-03 08:30:00,1.10255,1.10277,1.10246,1.10264,519,EURUSD_i
2024-10-03 08:45:00,1.10265,1.10283,1.1024,1.10275,478,EURUSD_i
2024-10-03 09:00:00,1.10267,1.10291,1.10257,1.10269,653,EURUSD_i
2024-10-03 09:15:00,1.10269,1.10316,1.10269,1.10289,622,EURUSD_i
2024-10-03 09:30:00,1.10289,1.10373,1.1026799999999999,1.10364,1029,EURUSD_i
2024-10-03 09:45:00,1.10365,1.10415,1.10359,1.10371,906,EURUSD_i
2024-10-03 10:00:00,1.1037,1.10388,1.10317,1.10353,1094,EURUSD_i
2024-10-03 10:15:00,1.10353,1.10391,1.10326,1.1035,1198,EURUSD_i
2024-10-03 10:30:00,1.10351,1.10367,1.10275,1.10292,1038,EURUSD_i
2024-10-03 10:45:00,1.10292,1.10337,1.10266,1.10323,1056,EURUSD_i
2024-10-03 11:00:00,1.10323,1.10388,1.10285,1.10368,1105,EURUSD_i
2024-10-03 11:15:00,1.10374,1.10448,1.10344,1.10408,1065,EURUSD_i
2024-10-03 11:30:00,1.10406,1.10453,1.10376,1.10376,886,EURUSD_i
2024-10-03 11:45:00,1.10379,1.1039,1.10348,1.10367,963,EURUSD_i
2024-10-03 12:00:00,1.10365,1.10419,1.10345,1.10376,855,EURUSD_i
2024-10-03 12:15:00,1.10375,1.10447,1.10356,1.10411,852,EURUSD_i
2024-10-03 12:30:00,1.10413,1.10459,1.1041,1.10421,670,EURUSD_i
2024-10-03 12:45:00,1.10422,1.10431,1.10337,1.10351,836,EURUSD_i
2024-10-03 13:00:00,1.10349,1.1039,1.10344,1.10356,756,EURUSD_i
2024-10-03 13:15:00,1.10353,1.10374,1.10344,1.10361,611,EURUSD_i
2024-10-03 13:30:00,1.1036,1.10395,1.10333,1.10381,767,EURUSD_i
2024-10-03 13:45:00,1.10382,1.1043,1.10375,1.1042,627,EURUSD_i
2024-10-03 14:00:00,1.1042,1.10442,1.10381,1.10397,694,EURUSD_i
2024-10-03 14:15:00,1.10396,1.10408,1.10371,1.10406,646,EURUSD_i
2024-10-03 14:30:00,1.10406,1.10449,1.10395,1.10439,731,EURUSD_i
2024-10-03 14:45:00,1.10439,1.10454,1.10404,1.1042,828,EURUSD_i
2024-10-03 15:00:00,1.1042,1.10454,1.10367,1.10373,854,EURUSD_i
2024-10-03 15:15:00,1.10375,1.10393,1.10349,1.10374,853,EURUSD_i
2024-10-03 15:30:00,1.10374,1.10461,1.10274,1.10312,1822,EURUSD_i
2024-10-03 15:45:00,1.1031,1.10369,1.10279,1.10314,1399,EURUSD_i
2024-10-03 16:00:00,1.10313,1.10359,1.10275,1.10339,1298,EURUSD_i
2024-10-03 16:15:00,1.10339,1.10402,1.10339,1.10398,983,EURUSD_i
2024-10-03 16:30:00,1.10398,1.10416,1.10345,1.10364,1038,EURUSD_i
2024-10-03 16:45:00,1.10364,1.10429,1.10338,1.10367,1331,EURUSD_i
2024-10-03 17:00:00,1.1036,1.10381,1.10165,1.10262,2099,EURUSD_i
2024-10-03 17:15:00,1.10262,1.10318,1.10211,1.10277,1909,EURUSD_i
2024-10-03 17:30:00,1.10276,1.10276,1.10074,1.10129,1590,EURUSD_i
2024-10-03 17:45:00,1.10128,1.10205,1.10111,1.10161,1522,EURUSD_i
2024-10-03 18:00:00,1.10161,1.10187,1.10131,1.10177,1270,EURUSD_i
2024-10-03 18:15:00,1.10176,1.10185,1.10115,1.10118,1099,EURUSD_i
2024-10-03 18:30:00,1.10116,1.10191,1.10111,1.10181,902,EURUSD_i
2024-10-03 18:45:00,1.10176,1.10233,1.10133,1.10138,939,EURUSD_i
2024-10-03 19:00:00,1.10138,1.10198,1.10133,1.10196,757,EURUSD_i
2024-10-03 19:15:00,1.10198,1.10247,1.10189,1.10239,733,EURUSD_i
2024-10-03 19:30:00,1.10239,1.10316,1.10209,1.1029,786,EURUSD_i
2024-10-03 19:45:00,1.10287,1.10329,1.10259,1.10295,839,EURUSD_i
2024-10-03 20:00:00,1.10296,1.10352,1.10292,1.10341,704,EURUSD_i
2024-10-03 20:15:00,1.10342,1.10342,1.10301,1.1031,657,EURUSD_i
2024-10-03 20:30:00,1.10309,1.10352,1.10305,1.10332,587,EURUSD_i
2024-10-03 20:45:00,1.10333,1.10352,1.10309,1.1032,492,EURUSD_i
2024-10-03 21:00:00,1.1031900000000001,1.10333,1.10286,1.10296,655,EURUSD_i
2024-10-03 21:15:00,1.10297,1.10338,1.10294,1.10323,457,EURUSD_i
2024-10-03 21:30:00,1.10322,1.10322,1.10271,1.10281,544,EURUSD_i
2024-10-03 21:45:00,1.10282,1.10305,1.10246,1.10251,540,EURUSD_i
2024-10-03 22:00:00,1.10252,1.10267,1.10242,1.10255,389,EURUSD_i
2024-10-03 22:15:00,1.10254,1.1031,1.10252,1.10302,344,EURUSD_i
2024-10-03 22:30:00,1.10301,1.10305,1.10274,1.10281,280,EURUSD_i
2024-10-03 22:45:00,1.10279,1.10296,1.10275,1.10281,223,EURUSD_i
2024-10-03 23:15:00,1.10265,1.10289,1.10246,1.10271,162,EURUSD_i
2024-10-03 23:30:00,1.10286,1.10286,1.10256,1.1026799999999999,217,EURUSD_i
2024-10-03 23:45:00,1.10283,1.10284,1.10261,1.10279,110,EURUSD_i
2024-10-04 00:15:00,1.10293,1.10313,1.10286,1.10298,225,EURUSD_i
2024-10-04 00:30:00,1.10295,1.10317,1.10293,1.10299,220,EURUSD_i
2024-10-04 00:45:00,1.10297,1.10316,1.10295,1.10305,196,EURUSD_i
2024-10-04 01:00:00,1.10307,1.10335,1.10287,1.10316,211,EURUSD_i
2024-10-04 01:15:00,1.10317,1.10333,1.10311,1.10332,168,EURUSD_i
2024-10-04 01:30:00,1.10332,1.1034,1.10316,1.10321,189,EURUSD_i
2024-10-04 01:45:00,1.10322,1.10346,1.10321,1.10323,180,EURUSD_i
2024-10-04 02:00:00,1.10334,1.10346,1.10324,1.10341,190,EURUSD_i
2024-10-04 02:15:00,1.10341,1.10344,1.1033,1.1034,176,EURUSD_i
2024-10-04 02:30:00,1.10341,1.10353,1.10334,1.10349,181,EURUSD_i
2024-10-04 02:45:00,1.10353,1.10364,1.10341,1.10343,273,EURUSD_i
2024-10-04 03:00:00,1.10343,1.10389,1.10333,1.10374,379,EURUSD_i
2024-10-04 03:15:00,1.10373,1.10382,1.10353,1.10372,325,EURUSD_i
2024-10-04 03:30:00,1.10372,1.10375,1.1033,1.10334,317,EURUSD_i
2024-10-04 03:45:00,1.10338,1.10352,1.10323,1.10338,399,EURUSD_i
2024-10-04 04:00:00,1.10339,1.10353,1.10312,1.1032,424,EURUSD_i
2024-10-04 04:15:00,1.10318,1.10332,1.10306,1.10307,510,EURUSD_i
2024-10-04 04:30:00,1.10308,1.10333,1.10292,1.10327,459,EURUSD_i
2024-10-04 04:45:00,1.10327,1.10334,1.10278,1.1029,484,EURUSD_i
2024-10-04 05:00:00,1.1029,1.10307,1.1027,1.10297,464,EURUSD_i
2024-10-04 05:15:00,1.10298,1.10336,1.10295,1.10321,366,EURUSD_i
2024-10-04 05:30:00,1.1032,1.10332,1.1029,1.10315,372,EURUSD_i
2024-10-04 05:45:00,1.10316,1.1032,1.10291,1.10297,452,EURUSD_i
2024-10-04 06:00:00,1.10296,1.10305,1.10261,1.10263,438,EURUSD_i
2024-10-04 06:15:00,1.10264,1.1026799999999999,1.1025,1.10254,302,EURUSD_i
